Break1_chr	Break1_loc	Break_direction	Break2_chr	Break2_loc	MapQ	Read_ID	Classification
NC_000083.7	27799765	>>	NC_000083.7	27798360	60	ERR2680377.141924	Pass
NC_000077.7	116185297	>>	NC_000082.7	13218820	60	ERR2680377.142071	Chimeric
NC_000070.7	108126322	<<	NC_000077.7	45801452	33	ERR2680377.142282	Chimeric
NC_000080.7	54880280	><	NC_000076.7	127062114	60	ERR2680377.142396	Chimeric
NC_000073.7	45102433	<>	NC_000073.7	45102384	31	ERR2680377.142598	Foldback
NC_000068.8	119430600	>>	NC_000083.7	48658881	41	ERR2680377.142603	Chimeric
NC_000074.7	47732372	<<	NC_000074.7	47733136	60	ERR2680377.142680	Pass
NC_000077.7	77478175	<<	NC_000077.7	77480640	60	ERR2680377.143142	Pass
NC_000075.7	75550751	>>	NC_000077.7	30099455	60	ERR2680377.143310	Chimeric
NC_000068.8	70419116	<>	NC_000068.8	70420043	60	ERR2680377.143329	Pass
NC_000073.7	144473075	><	NC_000082.7	95789314	60	ERR2680377.143369	Chimeric
NC_000078.7	78908323	>>	NC_005089.1	1790	60	ERR2680377.143412	Chimeric
NC_000072.7	30865548	>>	NC_000068.8	136623901	60	ERR2680377.143508	Chimeric
NC_000072.7	62309247	>>	NC_000068.8	122095394	17	ERR2680377.143614	Chimeric
NC_000067.7	9212791	><	NC_000076.7	67779724	38	ERR2680377.143845	Chimeric
NC_000068.8	34242955	><	NC_000068.8	34242591	60	ERR2680377.144001	Pass
NC_000076.7	18100235	<>	NC_000079.7	14251447	60	ERR2680377.144030	Chimeric
NC_000077.7	103708372	<>	NC_000077.7	103706907	60	ERR2680377.144091	Pass
NC_000068.8	30030221	>>	NC_000074.7	49300816	44	ERR2680377.144431	Chimeric
NC_000079.7	30894446	<<	NC_000075.7	96180138	60	ERR2680377.144577	Chimeric
NC_000082.7	91190928	>>	NC_000079.7	44890126	60	ERR2680377.144820	Chimeric
NC_000070.7	151670941	>>	NC_000070.7	151914873	60	ERR2680377.144878	Pass
NC_000077.7	98659604	<>	NC_000077.7	98659406	60	ERR2680377.144935	Foldback
NC_000080.7	124913977	<<	NC_000080.7	124373705	60	ERR2680377.145311	Pass
NC_000074.7	95581478	><	NC_000074.7	95578456	60	ERR2680377.145376	Pass
NC_000076.7	117525449	>>	NC_000081.7	63863641	60	ERR2680377.145501	Chimeric
NC_000071.7	20112702	<>	NC_000083.7	62912886	60	ERR2680377.145550	Chimeric
NC_000078.7	115510016	>>	NC_000083.7	24046441	36	ERR2680377.145605	Chimeric
NC_000080.7	52147584	><	NC_000080.7	52143365	60	ERR2680377.145632	Pass
NC_000080.7	52142801	<>	NC_000069.7	88830944	60	ERR2680377.145632	Chimeric
NC_000079.7	109876939	<<	NC_000079.7	109578886	60	ERR2680377.145812	Pass
NC_000067.7	68571647	<>	NC_000069.7	80741219	60	ERR2680377.145892	Chimeric
NC_000070.7	76331077	>>	NC_000072.7	53664360	49	ERR2680377.146002	Chimeric
NC_000069.7	51316334	><	NC_000069.7	51315663	25	ERR2680377.146078	Pass
NC_000067.7	106699936	><	NC_000069.7	146545121	34	ERR2680377.146146	Chimeric
NC_000073.7	98832909	>>	NC_000070.7	42923986	60	ERR2680377.146256	Chimeric
NC_000067.7	132424734	<>	NC_000067.7	132432019	60	ERR2680377.146334	Pass
NC_000069.7	88654214	><	NC_000069.7	88654286	60	ERR2680377.146439	Foldback
NC_000074.7	26633665	<>	NC_000082.7	94269501	11	ERR2680377.146494	Chimeric
NC_000075.7	80051107	<<	NC_000068.8	169509351	60	ERR2680377.146540	Chimeric
NC_000074.7	123610426	><	NC_000074.7	123616899	31	ERR2680377.146577	Pass
NC_000075.7	95286520	>>	NC_000079.7	91945084	60	ERR2680377.146585	Chimeric
NC_000078.7	90300742	<>	NC_000078.7	90301263	60	ERR2680377.146682	Pass
NC_000083.7	26146383	><	NC_000083.7	26146174	60	ERR2680377.146736	Pass
NC_000073.7	127062369	<<	NC_000073.7	127065334	60	ERR2680377.146833	Pass
NC_000068.8	59070187	>>	NC_000075.7	50515178	60	ERR2680377.147129	Chimeric
NC_000073.7	110677546	>>	NC_000082.7	27978848	60	ERR2680377.147143	Chimeric
NC_000077.7	52013181	<>	NC_000077.7	52009971	60	ERR2680377.147398	Pass
NC_000079.7	43110091	<<	NC_000079.7	42863317	60	ERR2680377.147506	Pass
NC_000071.7	20774352	>>	NC_000071.7	20748582	60	ERR2680377.147528	Pass
NC_000068.8	96927808	<>	NC_000079.7	8300186	60	ERR2680377.147547	Chimeric
NC_000076.7	70027012	<>	NC_000083.7	6130109	60	ERR2680377.147722	Chimeric
NC_000078.7	117242296	<<	NC_000079.7	46714219	60	ERR2680377.147823	Chimeric
NC_000067.7	16672863	<<	NC_000086.8	105013152	60	ERR2680377.147827	Chimeric
NC_000068.8	59185052	<<	NC_000071.7	115438966	40	ERR2680377.147895	Chimeric
NC_000076.7	32607060	><	NC_000076.7	32607295	15	ERR2680377.148053	Pass
NC_000068.8	173939863	<>	NC_000068.8	136623880	60	ERR2680377.148109	Chimeric
NC_000077.7	73208060	>>	NC_000077.7	73205803	60	ERR2680377.148202	Pass
NC_000079.7	83811020	<<	NC_000079.7	83812692	60	ERR2680377.148318	Pass
NC_000084.7	69708723	>>	NC_000084.7	69707908	60	ERR2680377.148348	Pass
NC_000072.7	4642754	<>	NC_000072.7	4642863	60	ERR2680377.148432	Foldback
NC_000067.7	36546949	<>	NC_000067.7	36547402	60	ERR2680377.148657	Pass
NC_000086.8	93579541	><	NC_000086.8	93582753	60	ERR2680377.148789	Pass
NC_000073.7	127125518	<<	NC_000078.7	11376239	28	ERR2680377.148801	Chimeric
NC_000075.7	113829338	>>	NC_000075.7	113827591	60	ERR2680377.149048	Pass
NC_000067.7	88629425	<>	NC_000067.7	88629489	60	ERR2680377.149070	Foldback
NC_000083.7	8842188	<<	NC_000083.7	8842991	60	ERR2680377.149109	Pass
NC_000072.7	127666242	><	NC_000070.7	129005579	60	ERR2680377.149205	Chimeric
NC_000068.8	131779685	<<	NC_000067.7	170021710	60	ERR2680377.149242	Chimeric
NC_000076.7	60135627	<<	NC_000074.7	83897520	55	ERR2680377.149255	Chimeric
NC_000077.7	54879105	>>	NC_000077.7	54856841	60	ERR2680377.149277	Pass
NC_000083.7	45828296	><	NC_000083.7	45827920	60	ERR2680377.149291	Pass
NC_000072.7	11907447	><	NC_000069.7	78874082	60	ERR2680377.149335	Chimeric
NC_000071.7	117425673	>>	NC_000077.7	20012303	22	ERR2680377.149380	Chimeric
NC_000070.7	140695576	<<	NC_000070.7	140698254	60	ERR2680377.149436	Pass
NC_000068.8	128522952	<<	NC_000084.7	31108204	60	ERR2680377.149643	Chimeric
NC_000071.7	147038114	>>	NC_000070.7	34353976	35	ERR2680377.149773	Chimeric
NC_000079.7	54746927	><	NC_000076.7	128244609	60	ERR2680377.149871	Chimeric
NC_000074.7	107773389	>>	NC_000076.7	36874419	60	ERR2680377.149953	Chimeric
NC_000085.7	5852139	<<	NC_000068.8	120600045	60	ERR2680377.150055	Chimeric
NC_000072.7	45262763	>>	NC_000081.7	82232100	60	ERR2680377.150129	Chimeric
NC_000078.7	76899786	<<	NC_000078.7	76918357	60	ERR2680377.150314	Pass
NC_000076.7	127062112	><	NC_000076.7	127061866	60	ERR2680377.150341	Pass
NC_000084.7	12263497	>>	NC_000082.7	18658627	60	ERR2680377.150362	Chimeric
NC_000072.7	113419537	<<	NC_000083.7	26300606	12	ERR2680377.150541	Chimeric
NC_000068.8	180784339	><	NC_000074.7	72686169	38	ERR2680377.150557	Chimeric
NC_000073.7	118425403	>>	NC_000073.7	118412879	60	ERR2680377.150652	Pass
NC_000068.8	153474661	><	NC_000068.8	153474668	60	ERR2680377.150762	Foldback
NC_000077.7	85474823	>>	NC_000077.7	85692607	60	ERR2680377.151014	Pass
NC_000075.7	29322849	<<	NC_000075.7	29090553	60	ERR2680377.151270	Pass
NC_000070.7	124685409	><	NC_000085.7	5852016	60	ERR2680377.151315	Chimeric
NC_000082.7	40903301	>>	NC_000082.7	40901302	60	ERR2680377.151405	Pass
NC_000068.8	119920558	><	NC_000068.8	119920307	60	ERR2680377.151549	Pass
NC_000067.7	175318618	<<	NC_000067.7	175098481	60	ERR2680377.151797	Pass
NC_000074.7	25645032	><	NC_000074.7	25645246	60	ERR2680377.151841	Pass
NC_000071.7	93330236	<>	NC_000071.7	93330709	60	ERR2680377.151902	Pass
NC_000075.7	45765607	><	NC_000075.7	45763762	60	ERR2680377.152099	Pass
NC_000086.8	59279434	>>	NC_000086.8	59277614	60	ERR2680377.152101	Pass
NC_000072.7	28597038	><	NC_000079.7	107195022	12	ERR2680377.152187	Chimeric
NC_000073.7	90812140	<>	NC_000070.7	76764994	50	ERR2680377.152300	Chimeric
NC_000070.7	155830509	><	NC_000070.7	155825649	42	ERR2680377.152345	Pass
NC_000079.7	103470689	><	NC_000079.7	103470567	60	ERR2680377.152598	Foldback
NC_000073.7	61538134	<<	NC_000083.7	79062854	60	ERR2680377.152806	Chimeric
NC_000075.7	42163364	><	NC_000070.7	58875575	60	ERR2680377.152825	Chimeric
NC_000071.7	132570353	<<	NC_000071.7	131562713	60	ERR2680377.152974	Chimeric
NC_000084.7	38562127	>>	NC_000084.7	38560260	60	ERR2680377.152979	Pass
NC_000078.7	67168475	>>	NC_000068.8	136555189	60	ERR2680377.153083	Chimeric
NC_000073.7	125976156	<>	NC_000073.7	125976262	60	ERR2680377.153205	Foldback
NC_000085.7	10375923	><	NC_000085.7	10375836	60	ERR2680377.153219	Foldback
NC_000070.7	141587107	><	NC_000070.7	141586645	45	ERR2680377.153269	Pass
NC_000079.7	96786362	>>	NC_000084.7	36875551	60	ERR2680377.153324	Chimeric
NC_000073.7	97560300	<>	NC_000073.7	97560346	60	ERR2680377.153682	Foldback
NC_000073.7	121247867	><	NC_000077.7	3082280	42	ERR2680377.153816	Chimeric
NC_000069.7	116534252	>>	NC_000077.7	62443082	10	ERR2680377.153846	Chimeric
NC_000068.8	25112496	><	NC_000081.7	37360262	60	ERR2680377.153879	Chimeric
NC_000077.7	54227764	<>	NC_000077.7	54229893	60	ERR2680377.154177	Pass
NC_000071.7	65766310	><	NC_000071.7	65766009	22	ERR2680377.154278	Pass
NC_000077.7	68877752	><	NC_000077.7	68876826	60	ERR2680377.154293	Pass
NC_000071.7	73495921	>>	NC_000080.7	21890486	60	ERR2680377.154383	Chimeric
NC_000078.7	21484396	><	NC_000067.7	93437455	27	ERR2680377.154577	Chimeric
NC_000072.7	34281392	>>	NC_000069.7	132538318	34	ERR2680377.154593	Chimeric
NC_000075.7	66752513	>>	NC_000070.7	42831121	60	ERR2680377.154708	Chimeric
NC_000075.7	20948316	<>	NC_000075.7	20949016	60	ERR2680377.154767	Pass
NC_000076.7	53179160	><	NC_000078.7	61845412	60	ERR2680377.154985	Chimeric
NC_000075.7	99433073	<>	NC_000068.8	7403903	24	ERR2680377.155121	Chimeric
NC_000073.7	90843017	<>	NC_000086.8	134758983	51	ERR2680377.155333	Chimeric
NC_000070.7	19603993	><	NC_000068.8	79941591	60	ERR2680377.155343	Chimeric
NC_000068.8	77334029	>>	NC_000068.8	77549793	60	ERR2680377.155590	Pass
NC_000069.7	33159640	<<	NC_000069.7	33161759	60	ERR2680377.155621	Pass
NC_000079.7	21685602	><	NC_000082.7	18691284	35	ERR2680377.155697	Chimeric
NC_000069.7	57409289	><	NC_005089.1	6934	57	ERR2680377.155757	Chimeric
NC_000077.7	62037130	<<	NC_000073.7	119339398	60	ERR2680377.155761	Chimeric
NC_000077.7	51885108	>>	NC_000077.7	51884102	60	ERR2680377.155889	Pass
NC_000084.7	43681041	>>	NC_000086.8	73354794	60	ERR2680377.155952	Chimeric
NC_000078.7	108641673	<>	NC_000078.7	108646123	60	ERR2680377.155954	Pass
NC_000081.7	75943429	><	NC_000081.7	75942834	60	ERR2680377.156079	Pass
NC_000067.7	180583813	<>	NC_000081.7	76788503	60	ERR2680377.156170	Chimeric
NC_000072.7	57994467	<<	NC_000077.7	120508694	60	ERR2680377.156177	Chimeric
NC_000073.7	90789497	>>	NC_000068.8	136623186	60	ERR2680377.156289	Chimeric
NC_000076.7	78419297	<<	NC_000069.7	95671199	60	ERR2680377.156748	Chimeric
NC_000070.7	8535637	<<	NC_000083.7	56720031	60	ERR2680377.156816	Chimeric
NC_000085.7	28996010	<>	NC_000080.7	52525544	60	ERR2680377.156850	Chimeric
NC_000075.7	106312123	<>	NC_000075.7	106340840	29	ERR2680377.157057	Pass
NC_000079.7	43110091	<<	NC_000079.7	42863319	60	ERR2680377.157240	Pass
NC_000071.7	32635406	<<	NC_000071.7	81660631	60	ERR2680377.157429	Chimeric
NC_000077.7	39684900	<<	NC_000077.7	38386199	49	ERR2680377.157510	Chimeric
NC_000077.7	38298816	<<	NC_000077.7	36835002	49	ERR2680377.157510	Chimeric
NC_000077.7	36755492	<<	NC_000077.7	36276156	60	ERR2680377.157510	Pass
NC_000067.7	9697045	<<	NC_000071.7	31723665	38	ERR2680377.157526	Chimeric
NC_000082.7	22926507	<>	NC_000083.7	87741069	60	ERR2680377.157690	Chimeric
NC_000071.7	49557057	<<	NC_000068.8	33357867	60	ERR2680377.157978	Chimeric
NC_000076.7	128325661	<>	NC_000076.7	128323219	60	ERR2680377.158244	Pass
NC_000086.8	135738677	<>	NC_000086.8	135738036	36	ERR2680377.158330	Pass
NC_000072.7	110731171	><	NC_000077.7	100252934	11	ERR2680377.158417	Chimeric
NC_000080.7	39105062	<>	NC_000070.7	136020862	22	ERR2680377.158505	Chimeric
NC_000073.7	34991150	<<	NC_000082.7	91722511	49	ERR2680377.158837	Chimeric
NC_000082.7	8478010	><	NC_000082.7	8477640	60	ERR2680377.158850	Pass
NC_000081.7	81834107	<>	NC_000078.7	80649614	60	ERR2680377.158998	Chimeric
NC_000081.7	4125963	<<	NC_000070.7	28857237	60	ERR2680377.159069	Chimeric
NC_000080.7	124913922	<<	NC_000080.7	124373705	60	ERR2680377.159103	Pass
NC_000080.7	124221203	<>	NC_000080.7	124914032	60	ERR2680377.159103	Pass
NC_000076.7	31410894	>>	NC_000076.7	32205757	60	ERR2680377.159138	Pass
NC_000071.7	123006225	><	NC_000071.7	123006163	60	ERR2680377.159192	Foldback
NC_000069.7	88273441	<>	NC_000069.7	88274569	60	ERR2680377.159491	Pass
NC_000069.7	88653844	>>	NC_000084.7	34621057	60	ERR2680377.159524	Chimeric
NC_000081.7	20471262	<<	NC_000081.7	20474790	60	ERR2680377.159718	Pass
NC_000077.7	106345681	<<	NC_000077.7	106346961	60	ERR2680377.159725	Pass
NC_000086.8	35461954	><	NC_000086.8	35461913	60	ERR2680377.159759	Foldback
NC_000079.7	18118751	><	NC_000079.7	18118699	60	ERR2680377.159771	Foldback
NC_000082.7	28345263	<<	NC_000071.7	8141662	60	ERR2680377.159899	Chimeric
NC_000071.7	129937403	<>	NC_000071.7	129847311	60	ERR2680377.160075	Pass
NC_000072.7	114344932	<<	NC_000072.7	114345754	60	ERR2680377.160154	Pass
NC_000069.7	87895969	><	NC_000069.7	87895271	60	ERR2680377.160368	Pass
NC_000068.8	26122968	<<	NC_000084.7	31107581	17	ERR2680377.160369	Chimeric
NC_000070.7	102201020	<>	NC_000083.7	21182918	60	ERR2680377.160435	Chimeric
NC_000076.7	117566976	<>	NC_000084.7	67357751	60	ERR2680377.160548	Chimeric
NC_000083.7	81753022	>>	NC_000083.7	81955237	60	ERR2680377.160579	Pass
NC_000078.7	28730301	<<	NC_000069.7	32195655	22	ERR2680377.160639	Chimeric
NC_000068.8	93030683	<>	NC_000078.7	80699225	60	ERR2680377.160784	Chimeric
NC_000075.7	120010224	<>	NC_000075.7	120010257	60	ERR2680377.160787	Foldback
NC_000084.7	82407688	><	NC_000079.7	3701066	60	ERR2680377.160893	Chimeric
NC_000074.7	84666344	<>	NC_000074.7	84666260	60	ERR2680377.161251	Foldback
NC_000076.7	29073196	<>	NC_000076.7	29074937	60	ERR2680377.161309	Pass
NC_000068.8	112159877	><	NC_000070.7	34824408	60	ERR2680377.161394	Chimeric
NC_000072.7	30234943	>>	NC_000072.7	30232107	60	ERR2680377.161592	Pass
NC_000071.7	32968910	>>	NC_000083.7	74546303	60	ERR2680377.161654	Chimeric
NC_000078.7	51666727	<<	NC_000078.7	51669465	60	ERR2680377.161655	Pass
NC_000078.7	8684874	<>	NC_000077.7	52250304	45	ERR2680377.161708	Chimeric
NC_000068.8	26806019	><	NC_000080.7	55145068	60	ERR2680377.161719	Chimeric
NC_000072.7	38583462	<>	NC_000072.7	38582907	60	ERR2680377.161799	Pass
NC_000083.7	26962105	>>	NC_000083.7	26958517	60	ERR2680377.161906	Pass
NC_000076.7	69765267	>>	NC_000076.7	69763664	60	ERR2680377.161913	Pass
NC_000083.7	14027539	<>	NC_000083.7	14024330	55	ERR2680377.162069	Pass
NC_000083.7	14038542	>>	NC_000067.7	166942682	60	ERR2680377.162069	Chimeric
NC_000075.7	8975549	<<	NC_000082.7	74509145	60	ERR2680377.162083	Chimeric
NC_000071.7	118115091	<>	NC_000082.7	56510694	60	ERR2680377.162126	Chimeric
NC_000072.7	125001887	<>	NC_000072.7	125008795	53	ERR2680377.162326	Pass
NC_000072.7	38427901	<<	NC_000072.7	38429311	60	ERR2680377.162530	Pass
NC_000067.7	93554825	<>	NC_000072.7	87890048	60	ERR2680377.162562	Chimeric
NC_000076.7	52305298	<<	NC_000076.7	52312760	60	ERR2680377.162906	Pass
NC_000077.7	78427268	<>	NC_000077.7	78432325	60	ERR2680377.163164	Pass
NC_000082.7	77297104	<>	NC_000082.7	77297234	60	ERR2680377.163193	Foldback
NC_000072.7	104712419	>>	NC_000072.7	104709833	60	ERR2680377.163388	Pass
NC_000071.7	143369178	<>	NC_000083.7	68017901	60	ERR2680377.163660	Chimeric
NC_000071.7	147799383	<>	NC_000079.7	97312881	60	ERR2680377.163676	Chimeric
NC_000070.7	8607387	<>	NC_000074.7	9427481	60	ERR2680377.163747	Chimeric
NC_000080.7	10227341	><	NC_000068.8	93030650	60	ERR2680377.163750	Chimeric
NC_000077.7	21515851	><	NC_000077.7	21514081	60	ERR2680377.163775	Pass
NC_000068.8	91748000	<>	NC_000068.8	91748336	60	ERR2680377.163874	Pass
NC_000079.7	42863326	>>	NC_000079.7	43110090	60	ERR2680377.164215	Pass
NC_000069.7	54625655	<>	NC_000084.7	12888383	60	ERR2680377.164236	Chimeric
NC_000071.7	135436323	><	NC_000071.7	135435652	60	ERR2680377.164323	Pass
NC_000074.7	116078375	<<	NC_000074.7	115438991	60	ERR2680377.164486	Pass
NC_000068.8	155986158	<<	NC_000083.7	45888510	60	ERR2680377.164559	Chimeric
NC_000075.7	37455785	<>	NC_000075.7	37455785	60	ERR2680377.164638	Foldback
NC_000082.7	66972278	<>	NC_000068.8	136623184	60	ERR2680377.164814	Chimeric
NC_000068.8	32524972	><	NC_000068.8	32524868	18	ERR2680377.164948	Foldback
NC_000083.7	45853632	<>	NC_000083.7	45853933	60	ERR2680377.165037	Pass
NC_000076.7	91978919	>>	NC_000070.7	58878659	60	ERR2680377.165186	Chimeric
NC_000085.7	7309697	<<	NC_000085.7	7310584	60	ERR2680377.165233	Pass
NC_000083.7	33764862	<<	NC_000083.7	33766174	60	ERR2680377.165267	Pass
NC_000077.7	6146682	<>	NC_000077.7	6308716	60	ERR2680377.165420	Pass
NC_000082.7	41709275	<<	NC_000082.7	39805086	60	ERR2680377.165436	Chimeric
NC_000071.7	135208755	<>	NC_000071.7	135210072	60	ERR2680377.165715	Pass
NC_000073.7	122232680	<<	NC_000080.7	108982030	60	ERR2680377.165726	Chimeric
NC_000077.7	52122863	<>	NC_000071.7	8125925	60	ERR2680377.165887	Chimeric
NC_000067.7	167136346	<>	NC_000067.7	167136454	48	ERR2680377.165916	Foldback
NC_005089.1	1589	<>	NC_000072.7	106757165	60	ERR2680377.166370	Chimeric
NC_000071.7	132570354	<<	NC_000071.7	132287964	17	ERR2680377.166455	Pass
NC_000071.7	132059828	<<	NC_000071.7	131505838	17	ERR2680377.166455	Pass
NC_000070.7	118066660	><	NC_000070.7	118066497	60	ERR2680377.166463	Foldback
NC_000080.7	8478482	>>	NC_000067.7	69021479	60	ERR2680377.166578	Chimeric
NC_000077.7	87471936	<>	NC_000077.7	87474388	60	ERR2680377.166862	Pass
NC_000083.7	70385418	>>	NC_000083.7	70615040	60	ERR2680377.166869	Pass
NC_000068.8	74656163	<<	NC_000080.7	47542226	60	ERR2680377.166877	Chimeric
NC_000068.8	29962308	>>	NC_000068.8	29956832	54	ERR2680377.166897	Pass
NC_000079.7	113855323	<<	NC_000085.7	41970440	21	ERR2680377.167098	Chimeric
NC_000081.7	98935847	><	NC_000086.8	103044942	20	ERR2680377.167447	Chimeric
NC_000080.7	20384178	>>	NC_000080.7	20377154	60	ERR2680377.167623	Pass
NC_000068.8	31183831	><	NC_000068.8	31183436	41	ERR2680377.167647	Pass
NC_000077.7	51884073	<<	NC_000077.7	51885102	60	ERR2680377.167679	Pass
NC_000080.7	35304846	<>	NC_000083.7	51422293	60	ERR2680377.167771	Chimeric
NC_000074.7	65046146	>>	NC_005089.1	5616	60	ERR2680377.167778	Chimeric
NC_000070.7	138920277	<>	NC_000070.7	138966270	60	ERR2680377.167853	Pass
NC_000077.7	78416282	><	NC_000086.8	106828567	60	ERR2680377.167953	Chimeric
NC_000073.7	105293397	><	NC_000073.7	113907895	60	ERR2680377.168027	Chimeric
NC_000078.7	61604305	<>	NC_000075.7	59236576	60	ERR2680377.168040	Chimeric
NC_000077.7	108033076	<<	NC_000072.7	39787837	35	ERR2680377.168162	Chimeric
NC_000067.7	171173285	<>	NC_000080.7	66390738	60	ERR2680377.168218	Chimeric
NC_000083.7	45853415	<>	NC_000083.7	45853918	60	ERR2680377.168229	Pass
NC_000081.7	82238519	>>	NC_000071.7	49623957	60	ERR2680377.168288	Chimeric
NC_000078.7	40553269	<<	NC_000078.7	40554713	60	ERR2680377.168377	Pass
NC_000068.8	136623897	<<	NC_000069.7	158195645	60	ERR2680377.168447	Chimeric
NC_000074.7	70517704	>>	NC_000074.7	70516412	38	ERR2680377.169061	Pass
NC_000071.7	107629852	>>	NC_000072.7	80176015	60	ERR2680377.169187	Chimeric
NC_000067.7	180915119	>>	NC_000077.7	56976154	60	ERR2680377.169303	Chimeric
NC_000083.7	81575106	>>	NC_000083.7	81955242	60	ERR2680377.169495	Pass
NC_000074.7	16746502	>>	NC_000081.7	91278669	60	ERR2680377.169539	Chimeric
NC_000075.7	21400126	>>	NC_000075.7	21399494	13	ERR2680377.169789	Pass
NC_000086.8	42064671	>>	NC_000086.8	42061581	60	ERR2680377.169935	Pass
NC_000076.7	119765820	<<	NC_000076.7	119290321	60	ERR2680377.170028	Pass
NC_000085.7	19200608	><	NC_000077.7	80334618	32	ERR2680377.170069	Chimeric
NC_000077.7	19883787	>>	NC_000069.7	108464911	20	ERR2680377.170222	Chimeric
NC_000076.7	26772035	>>	NC_000076.7	26769604	60	ERR2680377.170263	Pass
NC_000082.7	7229017	<>	NC_000082.7	7042172	60	ERR2680377.170315	Pass
NC_000076.7	90730967	<<	NC_000076.7	90516779	60	ERR2680377.170318	Pass
NC_000075.7	49670049	><	NC_000071.7	137072097	60	ERR2680377.170324	Chimeric
NC_000073.7	16650819	><	NC_000073.7	16649864	60	ERR2680377.170378	Pass
NC_000079.7	43110102	<<	NC_000079.7	42863322	60	ERR2680377.170408	Pass
NC_000080.7	52531715	><	NC_000080.7	52540290	35	ERR2680377.170468	Pass
NC_000075.7	56946264	>>	NC_000075.7	56944740	60	ERR2680377.170609	Pass
NC_000082.7	7042173	<<	NC_000082.7	6305732	60	ERR2680377.170610	Pass
NC_000081.7	98848436	><	NC_000081.7	98935847	56	ERR2680377.170756	Pass
NC_000070.7	142862472	<>	NC_000069.7	90394856	31	ERR2680377.171047	Chimeric
NC_000075.7	81512120	>>	NC_000073.7	125591766	60	ERR2680377.171312	Chimeric
NC_000069.7	157722062	><	NC_000069.7	157722081	60	ERR2680377.171356	Foldback
NC_000078.7	42001762	<<	NC_000078.7	41160944	43	ERR2680377.171438	Pass
NC_000069.7	94915970	<>	NC_000069.7	94916702	60	ERR2680377.171440	Pass
NC_000068.8	148717356	><	NC_000069.7	115733437	60	ERR2680377.171553	Chimeric
NC_000072.7	80518652	<<	NC_000072.7	80535561	60	ERR2680377.171778	Pass
NC_000075.7	95286521	><	NC_000075.7	28285142	60	ERR2680377.172007	Chimeric
NC_000079.7	74753557	><	NC_000080.7	93775656	60	ERR2680377.172183	Chimeric
NC_000071.7	48918178	<<	NC_000071.7	48919396	55	ERR2680377.172303	Pass
NC_000075.7	78386786	><	NC_000069.7	60768503	60	ERR2680377.172348	Chimeric
NC_000080.7	73846366	<<	NC_000080.7	73847144	60	ERR2680377.172423	Pass
NC_000083.7	79227185	<>	NC_000068.8	126768207	60	ERR2680377.172482	Chimeric
NC_000085.7	4784387	><	NC_000085.7	4784156	60	ERR2680377.172634	Pass
NC_000070.7	87029935	>>	NC_000070.7	87028684	60	ERR2680377.172697	Pass
NC_000067.7	60077724	<<	NC_000067.7	60079776	60	ERR2680377.172710	Pass
NC_000067.7	60079114	<<	NC_000067.7	60080194	60	ERR2680377.172710	Pass
NC_000082.7	13917801	<>	NC_000082.7	13917925	60	ERR2680377.173077	Foldback
NC_000071.7	115439001	>>	NC_000086.8	20716177	50	ERR2680377.173090	Chimeric
NC_000070.7	141541390	><	NC_000070.7	141541148	60	ERR2680377.173169	Pass
